freq,unit,accident,victim,pers_cat,geo\TIME_PERIOD	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 
A,NR,RSTK_MOT,KIL,EMP,DK	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1 	0 
A,NR,RSTK_MOT,KIL,EMP,EE	: 	1 	0 	2 	0 	0 	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	1 
A,NR,RSTK_MOT,KIL,EMP,EL	0 	0 	1 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,RSTK_MOT,KIL,EMP,ES	1 	0 	0 	0 	1 	0 	0 	0 	1 	1 	0 	1 	0 	0 	0 	0 	0 	0 
A,NR,RSTK_MOT,KIL,EMP,EU27_2020	: 	: 	: 	: 	29 	23 	32 	20 	22 	22 	14 	18 	20 	9 	18 	21 	14 	33 
A,NR,RSTK_MOT,KIL,EMP,FI	0 	1 	0 	1 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1 	0 
A,NR,RSTK_MOT,KIL,EMP,FR	: 	1 	0 	1 	0 	1 	4 	1 	0 	2 	1 	2 	2 	0 	1 	1 	0 	3 
A,NR,RSTK_MOT,KIL,EMP,HR	: 	: 	: 	: 	0 	0 	0 	1 	0 	1 	0 	0 	0 	0 	0 	1 	1 	0 
A,NR,RSTK_MOT,KIL,EMP,HU	: 	1 	1 	0 	0 	0 	1 	0 	0 	1 	0 	0 	1 	0 	0 	0 	1 	0 
A,NR,RSTK_MOT,KIL,EMP,IE	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,RSTK_MOT,KIL,EMP,IT	8 	3 	5 	4 	5 	1 	0 	2 	3 	0 	0 	0 	2 	0 	2 	2 	1 	5 
A,NR,RSTK_MOT,KIL,EMP,LT	3 	0 	2 	1 	0 	0 	1 	0 	0 	0 	0 	1 	2 	0 	0 	0 	0 	0 
A,NR,RSTK_MOT,KIL,EMP,LU	: 	: 	: 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,RSTK_MOT,KIL,EMP,LV	0 	1 	0 	0 	0 	0 	0 	0 	2 	2 	1 	0 	0 	1 	0 	0 	0 	1 
A,NR,RSTK_MOT,KIL,EMP,ME	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 
A,NR,RSTK_MOT,KIL,EMP,MK	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 
A,NR,RSTK_MOT,KIL,EMP,NL	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1 	0 	0 	0 	0 	0 	0 	1 
A,NR,RSTK_MOT,KIL,EMP,NO	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,RSTK_MOT,KIL,EMP,PL	0 	0 	1 	0 	5 	2 	10 	2 	1 	3 	1 	1 	4 	3 	1 	0 	0 	3 
A,NR,RSTK_MOT,KIL,EMP,PT	1 	3 	1 	1 	1 	0 	0 	0 	0 	0 	0 	0 	1 	1 	1 	1 	0 	0 
A,NR,RSTK_MOT,KIL,EMP,RO	0 	0 	1 	3 	1 	2 	3 	2 	1 	0 	0 	0 	0 	0 	4 	3 	0 	0 
A,NR,RSTK_MOT,KIL,EMP,SE	: 	0 	0 	0 	2 	2 	0 	0 	1 	1 	0 	0 	2 	1 	2 	0 	0 	2 
A,NR,RSTK_MOT,KIL,EMP,SI	: 	0 	0 	1 	0 	0 	1 	0 	0 	0 	0 	0 	1 	0 	0 	0 	0 	4 
A,NR,RSTK_MOT,KIL,EMP,SK	2 	0 	2 	1 	1 	0 	1 	1 	0 	1 	1 	0 	0 	0 	1 	2 	2 	0 
A,NR,RSTK_MOT,KIL,EMP,TR	0 	0 	0 	0 	0 	0 	0 	1 	0 	0 	0 	3 	2 	: 	0 	0 	: 	: 
A,NR,RSTK_MOT,KIL,EMP,UK	0 	2 	0 	1 	0 	0 	1 	0 	1 	0 	0 	0 	1 	3 	1 	: 	: 	: 
A,NR,RSTK_MOT,KIL,LV_USR,AT	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,RSTK_MOT,KIL,LV_USR,BE	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,RSTK_MOT,KIL,LV_USR,BG	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,RSTK_MOT,KIL,LV_USR,CH	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,RSTK_MOT,KIL,LV_USR,CHUNNEL	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,RSTK_MOT,KIL,LV_USR,CZ	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,RSTK_MOT,KIL,LV_USR,DE	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,RSTK_MOT,KIL,LV_USR,DK	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1 	0 	0 	0 	0 	0 	0 
A,NR,RSTK_MOT,KIL,LV_USR,EE	: 	0 	0 	0 	0 	0 	2 	0 	0 	1 	0 	0 	0 	0 	0 	0 	1 	0 
A,NR,RSTK_MOT,KIL,LV_USR,EL	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,RSTK_MOT,KIL,LV_USR,ES	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,RSTK_MOT,KIL,LV_USR,EU27_2020	: 	: 	: 	: 	1 	0 	2 	0 	0 	1 	0 	2 	0 	0 	1 	0 	1 	3 
A,NR,RSTK_MOT,KIL,LV_USR,FI	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,RSTK_MOT,KIL,LV_USR,FR	: 	0 	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,RSTK_MOT,KIL,LV_USR,HR	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,RSTK_MOT,KIL,LV_USR,HU	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1 	0 	0 	0 	0 	0 	3 
A,NR,RSTK_MOT,KIL,LV_USR,IE	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,RSTK_MOT,KIL,LV_USR,IT	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,RSTK_MOT,KIL,LV_USR,LT	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,RSTK_MOT,KIL,LV_USR,LU	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,RSTK_MOT,KIL,LV_USR,LV	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,RSTK_MOT,KIL,LV_USR,NL	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,RSTK_MOT,KIL,LV_USR,NO	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,RSTK_MOT,KIL,LV_USR,PL	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,RSTK_MOT,KIL,LV_USR,PT	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,RSTK_MOT,KIL,LV_USR,RO	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1 	0 	0 	0 
A,NR,RSTK_MOT,KIL,LV_USR,SE	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,RSTK_MOT,KIL,LV_USR,SI	9 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,RSTK_MOT,KIL,LV_USR,SK	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,RSTK_MOT,KIL,LV_USR,UK	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 
A,NR,RSTK_MOT,KIL,OTH,AT	22 	0 	0 	1 	0 	0 	1 	0 	0 	1 	1 	0 	0 	0 	0 	0 	0 	1 
A,NR,RSTK_MOT,KIL,OTH,BE	0 	0 	0 	0 	2 	2 	1 	0 	1 	0 	3 	0 	0 	2 	0 	0 	1 	1 
A,NR,RSTK_MOT,KIL,OTH,BG	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1 	2 	1 	0 	1 	1 	0 	0 
A,NR,RSTK_MOT,KIL,OTH,CH	: 	: 	: 	0 	2 	0 	0 	1 	1 	3 	0 	0 	0 	0 	0 	0 	2 	0 
A,NR,RSTK_MOT,KIL,OTH,CHUNNEL	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,RSTK_MOT,KIL,OTH,CZ	0 	0 	0 	0 	0 	0 	0 	0 	1 	0 	0 	4 	1 	2 	3 	1 	0 	1 
A,NR,RSTK_MOT,KIL,OTH,DE	0 	13 	27 	19 	14 	11 	5 	6 	7 	10 	4 	8 	5 	7 	6 	5 	6 	9 
A,NR,RSTK_MOT,KIL,OTH,DK	10 	0 	0 	0 	0 	0 	1 	0 	1 	0 	0 	0 	0 	0 	1 	0 	0 	0 
A,NR,RSTK_MOT,KIL,OTH,EE	: 	7 	0 	0 	0 	0 	0 	2 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,RSTK_MOT,KIL,OTH,EL	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,RSTK_MOT,KIL,OTH,ES	0 	0 	0 	0 	0 	0 	0 	0 	0 	1 	2 	3 	1 	4 	4 	0 	2 	0 
A,NR,RSTK_MOT,KIL,OTH,EU27_2020	: 	: 	: 	: 	23 	16 	19 	12 	17 	20 	22 	26 	11 	18 	22 	13 	15 	25 
A,NR,RSTK_MOT,KIL,OTH,FI	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 
A,NR,RSTK_MOT,KIL,OTH,FR	: 	8 	2 	1 	0 	0 	0 	0 	3 	1 	1 	2 	0 	1 	3 	3 	3 	7 
A,NR,RSTK_MOT,KIL,OTH,HR	: 	: 	: 	: 	0 	0 	6 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,RSTK_MOT,KIL,OTH,HU	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1 	1 	0 	0 	0 	0 	0 	0 
A,NR,RSTK_MOT,KIL,OTH,IE	0 	0 	0 	0 	0 	0 	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,RSTK_MOT,KIL,OTH,IT	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 
A,NR,RSTK_MOT,KIL,OTH,LT	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,RSTK_MOT,KIL,OTH,LU	: 	: 	: 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1 	0 
A,NR,RSTK_MOT,KIL,OTH,LV	0 	2 	6 	5 	4 	3 	3 	2 	2 	3 	2 	3 	0 	0 	0 	0 	1 	0 
A,NR,RSTK_MOT,KIL,OTH,ME	: 	: 	: 	: 	: 	: 	: 	2 	5 	1 	4 	: 	: 	: 	: 	: 	: 	: 
A,NR,RSTK_MOT,KIL,OTH,MK	: 	: 	: 	3 	0 	5 	14 	8 	16 	22 	6 	2 	3 	: 	: 	: 	: 	: 
A,NR,RSTK_MOT,KIL,OTH,NL	0 	0 	0 	0 	2 	0 	0 	0 	0 	2 	1 	1 	2 	1 	1 	0 	0 	0 
A,NR,RSTK_MOT,KIL,OTH,NO	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,RSTK_MOT,KIL,OTH,PL	4 	4 	0 	0 	0 	0 	0 	1 	0 	2 	0 	0 	0 	0 	1 	0 	1 	0 
A,NR,RSTK_MOT,KIL,OTH,PT	0 	0 	0 	0 	0 	0 	0 	1 	0 	0 	2 	1 	1 	1 	1 	1 	0 	2 
A,NR,RSTK_MOT,KIL,OTH,RO	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,RSTK_MOT,KIL,OTH,SE	: 	0 	0 	0 	0 	0 	2 	0 	1 	0 	2 	0 	0 	0 	0 	0 	0 	1 
A,NR,RSTK_MOT,KIL,OTH,SI	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,RSTK_MOT,KIL,OTH,SK	: 	1 	2 	1 	1 	0 	0 	0 	0 	0 	0 	1 	0 	0 	1 	2 	0 	3 
A,NR,RSTK_MOT,KIL,OTH,TR	67 	63 	64 	43 	39 	32 	27 	20 	21 	26 	22 	11 	22 	: 	11 	15 	: 	: 
A,NR,RSTK_MOT,KIL,OTH,UK	3 	7 	2 	3 	5 	4 	1 	3 	2 	4 	3 	1 	3 	4 	4 	: 	: 	: 
A,NR,RSTK_MOT,KIL,PAS,AT	0 	1 	1 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,RSTK_MOT,KIL,PAS,BE	3 	8 	2 	2 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,RSTK_MOT,KIL,PAS,BG	1 	2 	3 	1 	0 	1 	1 	0 	1 	2 	1 	0 	0 	0 	0 	0 	1 	0 
A,NR,RSTK_MOT,KIL,PAS,CH	: 	: 	: 	1 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,RSTK_MOT,KIL,PAS,CHUNNEL	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,RSTK_MOT,KIL,PAS,CZ	4 	0 	5 	1 	2 	4 	2 	0 	2 	3 	4 	1 	0 	1 	0 	1 	0 	2 
A,NR,RSTK_MOT,KIL,PAS,DE	18 	3 	1 	2 	0 	1 	2 	0 	0 	2 	0 	2 	0 	0 	1 	0 	2 	0 
A,NR,RSTK_MOT,KIL,PAS,DK	0 	0 	0 	0 	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,RSTK_MOT,KIL,PAS,EE	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,RSTK_MOT,KIL,PAS,EL	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1 	0 	0 	0 	0 
A,NR,RSTK_MOT,KIL,PAS,ES	2 	13 	5 	2 	14 	2 	4 	2 	3 	0 	1 	1 	0 	0 	0 	1 	0 	0 
A,NR,RSTK_MOT,KIL,PAS,EU27_2020	: 	: 	: 	: 	42 	22 	23 	16 	13 	22 	12 	9 	8 	8 	7 	4 	10 	5 
A,NR,RSTK_MOT,KIL,PAS,FI	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,RSTK_MOT,KIL,PAS,FR	8 	9 	6 	7 	2 	4 	2 	0 	0 	4 	2 	0 	0 	2 	2 	0 	3 	2 
A,NR,RSTK_MOT,KIL,PAS,HR	: 	: 	: 	: 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,RSTK_MOT,KIL,PAS,HU	4 	8 	6 	0 	3 	3 	3 	4 	3 	3 	2 	1 	3 	1 	3 	0 	0 	0 
A,NR,RSTK_MOT,KIL,PAS,IE	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,RSTK_MOT,KIL,PAS,IT	5 	5 	4 	5 	7 	0 	2 	2 	1 	2 	0 	2 	1 	1 	1 	1 	1 	0 
A,NR,RSTK_MOT,KIL,PAS,LT	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,RSTK_MOT,KIL,PAS,LU	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,RSTK_MOT,KIL,PAS,LV	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1 	0 	0 	0 	0 
A,NR,RSTK_MOT,KIL,PAS,ME	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 
A,NR,RSTK_MOT,KIL,PAS,MK	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 
A,NR,RSTK_MOT,KIL,PAS,NL	1 	0 	1 	0 	0 	0 	0 	0 	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 
A,NR,RSTK_MOT,KIL,PAS,NO	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1 	0 	0 	0 	0 	0 
A,NR,RSTK_MOT,KIL,PAS,PL	0 	0 	0 	7 	7 	6 	4 	6 	2 	3 	1 	1 	2 	0 	0 	1 	2 	1 
A,NR,RSTK_MOT,KIL,PAS,PT	: 	0 	2 	0 	1 	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	1 	0 
A,NR,RSTK_MOT,KIL,PAS,RO	8 	0 	13 	4 	4 	0 	1 	1 	1 	3 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,RSTK_MOT,KIL,PAS,SE	: 	0 	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,RSTK_MOT,KIL,PAS,SI	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1 	0 	0 	0 	0 	0 
A,NR,RSTK_MOT,KIL,PAS,SK	3 	1 	2 	2 	0 	1 	1 	0 	0 	0 	0 	1 	1 	1 	0 	0 	0 	0 
A,NR,RSTK_MOT,KIL,PAS,TR	6 	1 	1 	7 	3 	1 	3 	1 	1 	0 	1 	0 	1 	: 	0 	0 	: 	: 
A,NR,RSTK_MOT,KIL,PAS,UK	0 	2 	0 	0 	0 	0 	0 	0 	0 	0 	0 	3 	1 	0 	0 	: 	: 	: 
A,NR,RSTK_MOT,KIL,TOTAL,AT	22 	16 	20 	21 	15 	14 	19 	7 	12 	12 	18 	9 	9 	6 	2 	6 	2 	7 
A,NR,RSTK_MOT,KIL,TOTAL,BE	10 	18 	11 	8 	7 	19 	4 	9 	11 	2 	7 	10 	4 	3 	5 	6 	8 	6 
A,NR,RSTK_MOT,KIL,TOTAL,BG	32 	22 	31 	24 	7 	35 	13 	9 	16 	18 	10 	11 	14 	13 	16 	12 	8 	9 
A,NR,RSTK_MOT,KIL,TOTAL,CH	: 	: 	: 	18 	11 	6 	13 	12 	16 	7 	17 	16 	10 	12 	16 	4 	15 	5 
A,NR,RSTK_MOT,KIL,TOTAL,CHUNNEL	: 	0 	0 	0 	0 	0 	0 	0 	0 	8 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,RSTK_MOT,KIL,TOTAL,CZ	21 	1 	9 	5 	12 	10 	7 	9 	7 	6 	11 	15 	7 	6 	10 	15 	4 	12 
A,NR,RSTK_MOT,KIL,TOTAL,DE	142 	111 	110 	127 	101 	102 	84 	104 	118 	91 	111 	113 	91 	102 	109 	77 	104 	100 
A,NR,RSTK_MOT,KIL,TOTAL,DK	12 	2 	7 	8 	5 	4 	6 	2 	5 	5 	5 	6 	0 	6 	5 	3 	7 	5 
A,NR,RSTK_MOT,KIL,TOTAL,EE	: 	8 	7 	7 	9 	6 	5 	2 	3 	2 	0 	2 	3 	1 	1 	0 	1 	2 
A,NR,RSTK_MOT,KIL,TOTAL,EL	20 	11 	10 	7 	15 	8 	6 	4 	4 	6 	7 	10 	12 	6 	2 	1 	8 	1 
A,NR,RSTK_MOT,KIL,TOTAL,ES	33 	46 	28 	15 	25 	17 	20 	19 	17 	14 	16 	15 	8 	18 	8 	11 	13 	14 
A,NR,RSTK_MOT,KIL,TOTAL,EU27_2020	: 	: 	: 	: 	830 	817 	685 	698 	736 	626 	633 	629 	584 	519 	456 	441 	553 	555 
A,NR,RSTK_MOT,KIL,TOTAL,FI	18 	8 	13 	3 	5 	2 	3 	4 	4 	1 	3 	1 	1 	1 	2 	2 	3 	1 
A,NR,RSTK_MOT,KIL,TOTAL,FR	37 	38 	39 	38 	37 	54 	36 	44 	37 	27 	50 	50 	39 	32 	29 	26 	48 	43 
A,NR,RSTK_MOT,KIL,TOTAL,HR	: 	: 	: 	: 	20 	10 	6 	7 	12 	7 	9 	13 	10 	7 	5 	4 	5 	4 
A,NR,RSTK_MOT,KIL,TOTAL,HU	41 	9 	69 	63 	49 	56 	43 	79 	88 	83 	77 	82 	72 	57 	15 	27 	43 	38 
A,NR,RSTK_MOT,KIL,TOTAL,IE	0 	1 	2 	1 	1 	1 	0 	1 	2 	0 	0 	2 	0 	2 	0 	1 	1 	4 
A,NR,RSTK_MOT,KIL,TOTAL,IT	55 	51 	57 	44 	58 	49 	55 	49 	46 	38 	55 	45 	66 	35 	37 	43 	57 	69 
A,NR,RSTK_MOT,KIL,TOTAL,LT	26 	30 	34 	25 	26 	20 	16 	14 	7 	6 	12 	15 	9 	4 	5 	8 	4 	9 
A,NR,RSTK_MOT,KIL,TOTAL,LU	: 	: 	: 	2 	0 	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	1 	1 	0 
A,NR,RSTK_MOT,KIL,TOTAL,LV	26 	24 	21 	13 	17 	11 	13 	12 	11 	7 	12 	9 	7 	8 	6 	5 	10 	4 
A,NR,RSTK_MOT,KIL,TOTAL,ME	: 	: 	: 	: 	: 	: 	: 	2 	5 	1 	4 	: 	: 	: 	: 	: 	: 	: 
A,NR,RSTK_MOT,KIL,TOTAL,MK	: 	: 	: 	3 	0 	5 	14 	8 	16 	22 	6 	2 	3 	: 	: 	: 	: 	: 
A,NR,RSTK_MOT,KIL,TOTAL,NL	4 	1 	1 	0 	2 	2 	0 	0 	1 	5 	4 	5 	3 	2 	3 	2 	2 	3 
A,NR,RSTK_MOT,KIL,TOTAL,NO	1 	1 	1 	1 	3 	5 	0 	2 	0 	1 	3 	0 	4 	1 	0 	0 	6 	0 
A,NR,RSTK_MOT,KIL,TOTAL,PL	257 	264 	257 	289 	228 	251 	194 	174 	162 	174 	119 	129 	146 	99 	98 	100 	124 	118 
A,NR,RSTK_MOT,KIL,TOTAL,PT	35 	35 	26 	15 	11 	10 	16 	16 	15 	12 	17 	14 	14 	19 	18 	11 	10 	11 
A,NR,RSTK_MOT,KIL,TOTAL,RO	108 	131 	165 	107 	97 	78 	84 	74 	76 	64 	62 	41 	43 	61 	58 	57 	69 	57 
A,NR,RSTK_MOT,KIL,TOTAL,SE	10 	14 	9 	13 	34 	17 	7 	9 	15 	9 	8 	8 	7 	9 	3 	4 	5 	8 
A,NR,RSTK_MOT,KIL,TOTAL,SI	21 	8 	4 	4 	3 	3 	1 	1 	0 	0 	0 	0 	4 	0 	0 	0 	0 	4 
A,NR,RSTK_MOT,KIL,TOTAL,SK	37 	42 	47 	48 	46 	38 	47 	48 	67 	37 	20 	24 	15 	22 	19 	19 	16 	26 
A,NR,RSTK_MOT,KIL,TOTAL,TR	73 	64 	65 	50 	42 	33 	30 	22 	22 	26 	23 	14 	25 	: 	11 	15 	: 	: 
A,NR,RSTK_MOT,KIL,TOTAL,UK	27 	44 	43 	38 	21 	49 	34 	25 	15 	21 	23 	32 	26 	18 	13 	: 	: 	: 
A,NR,RSTK_MOT,KIL,UA_PER,AT	: 	12 	17 	19 	15 	12 	17 	4 	10 	8 	16 	9 	9 	6 	2 	6 	2 	5 
A,NR,RSTK_MOT,KIL,UA_PER,BE	7 	7 	8 	5 	5 	15 	3 	9 	9 	2 	4 	7 	4 	1 	5 	5 	6 	5 
A,NR,RSTK_MOT,KIL,UA_PER,BG	31 	19 	27 	22 	6 	33 	10 	9 	15 	15 	7 	9 	10 	13 	15 	11 	7 	6 
A,NR,RSTK_MOT,KIL,UA_PER,CH	: 	: 	: 	16 	8 	5 	11 	11 	14 	1 	17 	16 	6 	9 	14 	4 	9 	5 
A,NR,RSTK_MOT,KIL,UA_PER,CHUNNEL	: 	0 	0 	0 	0 	0 	0 	0 	0 	8 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,RSTK_MOT,KIL,UA_PER,CZ	16 	1 	3 	4 	6 	4 	2 	8 	2 	3 	6 	10 	6 	2 	6 	11 	4 	7 
A,NR,RSTK_MOT,KIL,UA_PER,DE	118 	88 	76 	103 	80 	82 	72 	91 	104 	73 	101 	93 	84 	93 	97 	64 	90 	84 
A,NR,RSTK_MOT,KIL,UA_PER,DK	1 	2 	7 	8 	5 	4 	4 	2 	4 	5 	5 	5 	0 	6 	4 	3 	6 	5 
A,NR,RSTK_MOT,KIL,UA_PER,EE	: 	0 	7 	5 	9 	6 	3 	0 	2 	1 	0 	2 	3 	1 	1 	0 	0 	1 
A,NR,RSTK_MOT,KIL,UA_PER,EL	20 	11 	8 	6 	15 	8 	6 	4 	4 	6 	7 	10 	12 	5 	2 	1 	8 	1 
A,NR,RSTK_MOT,KIL,UA_PER,ES	30 	33 	23 	13 	10 	15 	16 	17 	13 	12 	13 	10 	7 	14 	4 	10 	11 	14 
A,NR,RSTK_MOT,KIL,UA_PER,EU27_2020	: 	: 	: 	: 	735 	756 	609 	650 	684 	561 	585 	574 	545 	484 	408 	403 	513 	489 
A,NR,RSTK_MOT,KIL,UA_PER,FI	17 	7 	13 	2 	4 	2 	3 	4 	4 	1 	2 	1 	1 	1 	2 	2 	2 	1 
A,NR,RSTK_MOT,KIL,UA_PER,FR	29 	20 	31 	29 	34 	49 	30 	43 	34 	20 	46 	46 	37 	29 	23 	22 	42 	31 
A,NR,RSTK_MOT,KIL,UA_PER,HR	: 	: 	: 	: 	19 	10 	0 	6 	12 	6 	9 	13 	10 	7 	5 	3 	4 	4 
A,NR,RSTK_MOT,KIL,UA_PER,HU	37 	0 	62 	63 	46 	53 	39 	75 	85 	79 	74 	79 	68 	56 	12 	27 	42 	35 
A,NR,RSTK_MOT,KIL,UA_PER,IE	0 	1 	2 	1 	1 	1 	0 	1 	1 	0 	0 	2 	0 	2 	0 	1 	1 	4 
A,NR,RSTK_MOT,KIL,UA_PER,IT	42 	43 	48 	35 	46 	48 	53 	45 	42 	36 	54 	43 	63 	34 	34 	40 	55 	64 
